schoolname,averageclasssize,year,grade,enroll,schoolid,mathscore,x,pctdisability,pctEL,pctblack,pcthisp,pctwhite
P.S. 134 GEORGE F. BRISTOW,20.5,2011,4,82,134,-.5014496966360261,-14.5,.11392405,.1392405,53.164558,44.303799,1.2658228
P.S. 134 GEORGE F. BRISTOW,21.75,2013,4,87,134,-.8829238614415954,-9.5,.2,.13333334,36.666668,57.777779,5.5555558
P.S. 134 GEORGE F. BRISTOW,22.79999923706055,2011,5,91,134,-.7659066036204963,-5.5,.12222222,.14444445,45.555557,50,4.4444447
P.S. 134 GEORGE F. BRISTOW,19.79999923706055,2012,5,79,134,-.3745278845287032,14.5,.11392405,.18987341,43.037975,54.430378,1.2658228
P.S. X140 The Eagle School,21.79999923706055,2010,3,87,140,-.6181012103676924,-9.5,.13095239,.095238097,40.476192,55.952381,2.3809524
P.S. 140 EAGLE,22,2012,3,88,140,-.7736866812386499,-8.5,.12222222,.11111111,31.111113,67.777779,1.1111112
P.S. X140 The Eagle School,25.25,2013,3,101,140,-.4232170362107757,4.5,.20588236,.12745099,32,68,0
P.S. 140 EAGLE,20.5,2009,4,82,140,-.8755071243180099,-14.5,.12941177,.082352944,42.857143,57.14286,0
P.S. 140 EAGLE,20.79999923706055,2011,4,83,140,-.6734037967066104,-13.5,.13636364,.11363637,39.772728,56.81818,2.2727273
P.S. 140 EAGLE,21,2012,4,63,140,-.9136461338265443,-1.5,.20689656,.057471264,44.827587,52.873566,2.2988505
P.S. X140 The Eagle School,21,2013,4,84,140,-.3697691318371775,-12.5,.21590909,.125,32.954548,64.772728,2.2727273
P.S. X140 The Eagle School,22.29999923706055,2010,5,89,140,-1.017207035133876,-7.5,.13333334,.055555556,37.078651,62.921352,0
P.S. 140 EAGLE,23,2012,5,92,140,-1.158189727096482,-4.5,.15217391,.18478261,35.869564,60.869564,2.173913
J.H.S. 145 Arturo Toscanini,27,2010,5,54,145,-1.984692649398625,-10.5,.28,.29333332,41.891891,55.405407,1.3513514
J.H.S. 145 ARTURO TOSCANINNI,23,2011,5,46,145,-2.016701793564353,13.5,0,.4848485,16.666668,83.333328,0
J.H.S. 145 ARTURO TOSCANINNI,5,2012,5,5,145,,-27.5,0,1,0,100,0
J.H.S. 145 ARTURO TOSCANINNI,25.29999923706055,2011,6,101,145,-1.091468548429057,4.5,.2937063,.20979021,38.028168,59.154926,2.1126759
P.S. 146 EDWARD COLLINS,21,2009,3,63,146,-.5438666731577825,-1.5,.18032786,.16393442,50.819672,47.540985,1.6393442
P.S. 146 Edward Collins,26,2010,3,78,146,-.6181012103676924,13.5,.075949363,.10126583,42.857143,57.14286,0
P.S. 146 EDWARD COLLINS,22.70000076293945,2011,3,68,146,-.6791189626929187,3.5,.030303031,.15151516,45.454548,53.0303,0
P.S. 146 EDWARD COLLINS,29,2012,3,58,146,-.8581622687759543,-6.5,.12903225,.096774191,36.065571,63.934429,0
P.S. 146 EDWARD COLLINS,25,2013,3,50,146,.0347924163112709,-14.5,.14285715,.081632651,50,50,0
P.S. 146 EDWARD COLLINS,28.5,2009,4,57,146,.0717919290902817,-7.5,.12068965,.1724138,46.551723,53.448277,0
P.S. 146 Edward Collins,27.5,2010,4,55,146,-.5403082586244403,-9.5,.18333334,.13333334,44.067799,54.237289,1.6949153
P.S. 146 EDWARD COLLINS,24,2011,4,72,146,-.3294955965654418,7.5,.12658228,.12658228,45.569618,54.430378,0
P.S. 146 EDWARD COLLINS,29,2012,4,58,146,-.9978094361684485,-6.5,.081967212,.22950819,44.262295,54.098362,0
P.S. 146 EDWARD COLLINS,26,2013,4,52,146,-.3381316321587651,-12.5,.24590164,.098360658,46.666668,53.333336,0
P.S. 146 EDWARD COLLINS,31,2009,5,62,146,-.558317893512763,-2.5,.11290322,.11290322,40.322582,58.064514,1.6129031
P.S. 146 Edward Collins,29.5,2010,5,59,146,-.3077175846730594,-5.5,.11864407,.084745765,45.614033,54.385967,0
P.S. 146 EDWARD COLLINS,28.5,2011,5,57,146,-.6027594049321673,-7.5,.19298245,.12280702,47.368423,52.63158,0
P.S. 146 EDWARD COLLINS,30.5,2012,5,61,146,-.4828596497048858,-3.5,.096774191,.17741935,40.322582,59.677422,0
P.S. 146 EDWARD COLLINS,25.5,2013,5,51,146,-.5944227905166792,-13.5,.14285715,.17857143,42.857143,55.35714,0
P.S. 152 Evergreen,21.79999923706055,2010,4,109,152,-.3131893217981916,12.5,.17431192,.22935779,29.629629,68.518517,0
P.S. 152 EVERGREEN,27.29999923706055,2011,5,109,152,.049829389821149,12.5,.24770643,.27522936,26.851851,71.296295,0
P.S. 157 GROVE HILL,19.79999923706055,2009,3,79,157,-.5438666731577825,14.5,.14814815,.2345679,23.076923,76.92308,0
P.S. 157 Grove Hill,19,2010,3,76,157,-.4203770318015688,11.5,.21839081,.14942528,36.046513,62.790699,0
P.S. 157 GROVE HILL,20.29999923706055,2011,3,81,157,.005121933112538,-15.5,.24444444,.11111111,37.777779,61.111111,0
P.S. 157 GROVE HILL,23.25,2013,3,93,157,-.5581189597919437,-3.5,.2038835,.13592233,33.009708,66.990295,0
P.S. 157 GROVE HILL,19.60000038146973,2009,4,98,157,-.1650328342617912,1.5,.22857143,.13333334,28.155338,68.932037,.97087377
P.S. 157 Grove Hill,23,2010,4,92,157,-.3131893217981916,-4.5,.16666667,.20833333,26.041666,73.958328,0
P.S. 157 GROVE HILL,22.29999923706055,2011,4,89,157,-.5014496966360261,-7.5,.14432989,.12371134,42.708336,56.25,0
P.S. 157 GROVE HILL,18.29999923706055,2009,5,73,157,-.1337590005060381,8.5,.14285715,.1038961,31.578945,67.105263,0
P.S. 157 Grove Hill,23,2010,5,92,157,-.1787195027710928,-4.5,.22,.12,26,71,1
P.S. 157 GROVE HILL,22.29999923706055,2011,5,89,157,-1.037818601434378,-7.5,.17894737,.18947369,25.263157,74.736839,0
P.S. 157 GROVE HILL,23.5,2012,5,94,157,-.1929027473492155,-2.5,.21698113,.16037735,40,59.047623,0
P.S. 159 LUIS MUNOZ MARIN BILING,25,2009,3,25,159,.3649060174561722,-7.5,.19047619,.47619048,11.111112,88.888893,0
P.S. 159 LUIS MUNOZ MARIN BILING,25,2009,4,25,159,-.4018575976138641,-7.5,.12,.60000002,12,88,0
P.S. 159 Luis Munoz Marin Biling,24,2010,4,24,159,-1.164885334896624,-8.5,.095238097,.47619048,9.5238094,90.476189,0
P.S. 159 LUIS MUNOZ MARIN BILING,16.5,2009,5,33,159,.7760100559369435,.5,.060606062,.33333334,9.090909,90.909096,0
P.S. 159 Luis Munoz Marin Biling,23,2010,5,23,159,.2082747429348069,-9.5,.086956523,.52173913,13.043478,86.95652,0
P.S. 159 LUIS MUNOZ MARIN BILING,23,2011,5,23,159,-1.092201000997155,-9.5,.095238097,.42857143,9.5238094,90.476189,0
P.S. 159 LUIS MUNOZ MARIN BILING,19,2012,5,38,159,.0350652521222045,5.5,.14285715,.5714286,2.8571429,97.14286,0
P.S. 160 WALT DISNEY,18,2009,3,54,160,-.1244331236436495,-10.5,.28787878,.030303031,57.575756,33.333336,7.575758
P.S. 160 Walt Disney,27,2010,3,54,160,.2716575931798639,-10.5,.328125,.046875,61.904762,38.095238,0
P.S. 160 WALT DISNEY,21.5,2012,3,43,160,-.5873020857322899,10.5,.22222222,0,61.363636,36.363636,0
P.S. 160 WALT DISNEY,21,2013,3,42,160,-.7016028137795036,9.5,.39215687,.078431375,65.306122,32.653061,2.0408163
P.S. 160 Walt Disney,26.5,2010,4,53,160,-.1428501191785052,-11.5,.28358209,.014925373,59.701492,34.328358,4.477612
P.S. 160 WALT DISNEY,21.5,2011,4,43,160,.0717306369325882,10.5,.3392857,.035714287,69.090912,29.090908,1.8181818
P.S. 160 WALT DISNEY,23,2013,4,46,160,-.4400035398246958,13.5,.17021276,.021276595,60.869564,36.95652,0
P.S. 160 WALT DISNEY,26,2011,5,52,160,-.874671402746049,-12.5,.265625,.015625,60.9375,32.8125,4.6875
P.S. 160 WALT DISNEY,27,2012,5,54,160,-.6409966121592234,-10.5,.30158731,.047619049,69.354836,30.645163,0
P.S. 161 PONCE DE LEON,23.70000076293945,2012,3,71,161,-.7702189829400841,6.5,.30864197,.35802469,30.000002,70,0
P.S. 161 PONCE DE LEON,22.66666666666667,2013,4,68,161,-.8783761753451111,3.5,.30769232,.32051283,28.57143,71.428574,0
P.S. 163 ARTHUR A. SCHOMBURG,19.79999923706055,2009,3,79,163,-.6836778563291601,14.5,.1574074,.39814815,23.364487,74.766357,1.8691589
P.S. 163 Arthur A. Schomburg,19.79999923706055,2010,3,99,163,-.6181012103676924,2.5,.20183486,.33944955,34.579437,65.420563,0
P.S. 163 ARTHUR A. SCHOMBURG,20.60000038146973,2011,3,103,163,-1.363359858498376,6.5,.15887851,.35514018,36.792454,60.377357,1.8867924
P.S. 163 ARTHUR A. SCHOMBURG,23,2012,3,69,163,-.4340979464096074,4.5,.21276596,.42553192,25.80645,74.19355,0
P.S. 163 ARTHUR A. SCHOMBURG,25.66666666666667,2013,3,77,163,-.2340435439631248,12.5,.2038835,.41747573,27.722773,70.297035,.99009901
P.S. 163 ARTHUR A. SCHOMBURG,25.5,2009,4,102,163,-.8163009334799917,5.5,.12727273,.22727273,34.259258,61.111111,0
P.S. 163 Arthur A. Schomburg,28.29999923706055,2010,4,85,163,-.7674271954506891,-11.5,.1682243,.29906541,28.037384,69.158875,.93457943
P.S. 163 ARTHUR A. SCHOMBURG,23.79999923706055,2011,4,95,163,-1.07463003020464,-1.5,.2037037,.33333334,33.644859,66.355141,0
P.S. 163 ARTHUR A. SCHOMBURG,25.29999923706055,2012,4,76,163,-.8282292679693685,11.5,.24175824,.43956044,34.065933,63.736267,1.0989012
P.S. 163 ARTHUR A. SCHOMBURG,24,2013,4,72,163,-.7752189504371129,7.5,.22093023,.40697673,26.744186,73.255814,0
P.S. 163 ARTHUR A. SCHOMBURG,20.29999923706055,2009,5,81,163,-.8615742456604235,-15.5,.18072289,.31325302,30.120483,66.26506,0
P.S. 163 Arthur A. Schomburg,23.5,2010,5,94,163,-.7592108713299425,-2.5,.10679612,.22330096,34.951458,62.135921,0
P.S. 163 ARTHUR A. SCHOMBURG,31.70000076293945,2011,5,95,163,-1.146583400559931,-1.5,.18446602,.26213592,28.155338,69.902916,.97087377
P.S. 163 ARTHUR A. SCHOMBURG,26.29999923706055,2012,5,79,163,-.893932743424035,14.5,.25531915,.36170211,34.408604,65.591393,0
P.S. 163 ARTHUR A. SCHOMBURG,26,2013,5,78,163,-1.017497134279581,13.5,.23863636,.44318181,31.818182,65.909096,1.1363636
BAYCHESTER ACADEMY,23,2011,3,46,169,,13.5,,,,,
BAYCHESTER ACADEMY,25.29999923706055,2012,3,76,169,.70549604516981,11.5,.089743592,.025641026,85.526314,14.473684,0
BAYCHESTER ACADEMY,25.5,2012,4,51,169,-.1656654125232561,-13.5,.11111111,.018518519,83.333328,16.666668,0
BAYCHESTER ACADEMY,25,2013,4,75,169,.74269864751819,10.5,.14102565,.025641026,84.210526,14.473684,1.3157895
BAYCHESTER ACADEMY,29.5,2013,5,59,169,.0927770544665946,-5.5,.15789473,.01754386,82.456139,17.543859,0
P.S. 175 CITY ISLAND,19,2009,3,38,175,.9940563417273715,5.5,.081081077,.081081077,2.7777779,41.666664,55.555557
P.S. 175 City Island,16,2010,3,32,175,2.150037289558039,-.5,.064516127,0,3.2258062,19.354837,74.19355
P.S. 175 CITY ISLAND,19.5,2012,3,39,175,1.583410040505622,6.5,.15384616,0,0,18.421053,76.315788
P.S. 175 CITY ISLAND,19,2013,3,38,175,1.016358772266334,5.5,.11428571,0,8.5714293,11.428572,80
P.S. 175 CITY ISLAND,21.5,2009,4,43,175,.2494105016043364,10.5,.21951219,.024390243,9.7560968,19.512194,65.853661
P.S. 175 City Island,22.5,2010,4,45,175,.4817269570936787,12.5,.093023255,.093023255,4.6511626,30.232557,62.790699
P.S. 175 CITY ISLAND,14.5,2011,4,29,175,1.504681470854124,-3.5,.034482758,0,3.4482758,20.689655,72.413788
P.S. 175 CITY ISLAND,22,2012,4,22,175,.8165359821274568,-10.5,.16216215,0,16.216215,37.837837,37.837837
P.S. 175 CITY ISLAND,20.5,2013,4,41,175,1.091080380570272,8.5,.2,0,2.5641026,17.948719,74.358978
P.S. 175 CITY ISLAND,19,2009,5,38,175,1.443174030661797,5.5,.054054055,0,13.888889,27.777779,55.555557
P.S. 175 City Island,21,2010,5,42,175,.2727737838857902,9.5,.17948718,.025641026,7.6923079,15.384616,71.794876
P.S. 175 CITY ISLAND,23,2011,5,46,175,.7024181845744653,13.5,.044444446,.022222223,4.4444447,26.666668,66.666672
P.S. 175 CITY ISLAND,31,2012,5,31,175,1.165364714430519,-1.5,.10344828,0,6.8965516,17.241379,72.413788
P.S. 175 CITY ISLAND,21,2013,5,21,175,.1595414120419041,-11.5,.17142858,0,14.285715,37.142857,40
P.S. 175 CITY ISLAND,21.5,2009,6,43,175,1.286421847771486,10.5,.11904762,0,4.7619047,16.666668,71.428574
P.S. 175 City Island,20.5,2010,6,41,175,.659652737309177,8.5,.050000001,0,10,32.5,55
P.S. 175 CITY ISLAND,21.5,2011,6,43,175,.5471794033218215,10.5,.2,0,5,22.5,67.5
P.S. 175 CITY ISLAND,22,2012,6,44,175,1.234633846341799,11.5,.095238097,.095238097,4.7619047,30.952381,61.904762
P.S. 175 CITY ISLAND,17,2013,6,34,175,1.078654913795931,1.5,.18181819,.030303031,6.060606,21.212122,63.636364
P.S. 178 - Dr. Selman Waksman,19,2010,3,57,178,-.4203770318015688,-7.5,.13846155,.046153847,70.769234,29.23077,0
P.S. 178 - DR. SELMAN WAXMAN,29,2012,3,58,178,-.1054483757784514,-6.5,.12698413,.047619049,62.295078,34.426231,1.6393442
P.S. 178 - DR. SELMAN WAXMAN,27,2009,4,81,178,-.7570947426419734,-15.5,.20879121,.043956045,70,27.777779,1.1111112
P.S. 178 - DR. SELMAN WAXMAN,28.5,2011,4,57,178,-.3868136299223032,-7.5,.17741935,.016129032,65.573769,31.147539,3.2786884
P.S. 178 - Dr. Selman Waksman,31,2013,4,62,178,.192222979084973,-2.5,.20833333,.027777778,64.285713,31.428572,2.8571429
P.S. 178 - DR. SELMAN WAXMAN,22.29999923706055,2009,5,67,178,.4121024333597509,2.5,.26923078,.051282052,67.948715,29.487181,2.5641026
P.S. 178 - Dr. Selman Waksman,24.70000076293945,2010,5,74,178,-.3077175846730594,9.5,.21951219,.036585364,75.609756,23.170732,0
P.S. 178 - DR. SELMAN WAXMAN,32,2012,5,64,178,-.0302221528624828,-.5,.16176471,.029411765,71.21212,25.757576,1.5151515
P.S. 179,29.5,2009,4,59,179,-.6978885518039552,-5.5,.13333334,.25,23.333334,73.333336,1.6666667
P.S. 179,26.5,2009,5,53,179,-1.104179327378552,-11.5,.11320755,.13207547,24.528303,75.471703,0
P.S. 179,29.5,2010,5,59,179,-1.597698403692725,-5.5,.14035088,.24561404,22.807016,73.684212,1.7543859
P.S. 179,25,2012,5,50,179,-1.154263198933871,-14.5,.3018868,.28301886,15.384616,80.769226,1.923077
P.S. 179,28,2013,5,56,179,-.3640295867628677,-8.5,.25423729,.22033899,20.689655,79.310349,0
Cornerstone Academy for Social Action,23.29999923706055,2010,3,70,189,-.321514942518507,5.5,.097222224,.083333336,61.111111,33.333336,4.166667
CORNERSTONE ACADEMY FOR SOCIAL ACTION,20.5,2011,3,41,189,-.7768676620936983,8.5,.2037037,.055555556,48.148148,50,1.8518518
CORNERSTONE ACADEMY FOR SOCIAL ACTION,23,2009,4,46,189,-1.704393796050265,13.5,.15000001,.075000003,57.894737,42.105263,0
CORNERSTONE ACADEMY FOR SOCIAL ACTION,20,2011,4,60,189,-.3868136299223032,-4.5,.13636364,.075757578,62.121212,33.333336,4.5454545
CORNERSTONE ACADEMY FOR SOCIAL ACTION,24,2012,4,48,189,-.7897654963108495,15.5,.11538462,.057692308,64.705887,35.294117,0
CORNERSTONE ACADEMY FOR SOCIAL ACTION,25.5,2009,5,51,189,-1.04352805694902,-13.5,.16666667,.083333336,51.063831,48.936169,0
Cornerstone Academy for Social Action,17.5,2010,5,35,189,-.0497214208691263,2.5,.19444445,.055555556,58.333332,36.111111,5.5555558
CORNERSTONE ACADEMY FOR SOCIAL ACTION,28.5,2012,5,57,189,-.1698733047042617,-7.5,.12068965,.10344828,59.64912,35.087719,5.2631578
CORNERSTONE ACADEMY FOR SOCIAL ACTION,24.5,2013,5,49,189,-.5134521786319755,-15.5,.25,.035714287,64.285713,33.92857,1.7857144
P.S. 195,22.20000076293945,2010,3,111,195,-.321514942518507,14.5,.10434783,.20869565,33.944954,66.055046,0
P.S. 195,25.79999923706055,2011,3,103,195,-.8746163614944778,6.5,.2173913,.28695652,18.58407,79.646011,0
P.S. 195,27,2011,4,108,195,-.214859529851719,11.5,.091743119,.21100917,34.951458,65.048546,0
P.S. 195,25,2012,4,100,195,-1.183500804652435,3.5,.24561404,.28947368,19.642857,80.35714,0
P.S. 195,23.29999923706055,2009,5,93,195,-.8009229752308914,-3.5,.18095239,.21904762,25.961538,73.07692,0
P.S. 195,27.29999923706055,2012,5,109,195,-.9048603969057895,12.5,.13157895,.23684211,35.779816,64.220184,0
P.S. 196,22,2009,4,110,196,.1902043107663182,13.5,.13675214,.14529915,25.438599,71.929825,.87719297
P.S. 196,27.29999923706055,2010,5,109,196,-.8237099122809257,12.5,.11206897,.13793103,24.347826,73.04348,.86956519
P.S. 198,14,2009,3,42,198,-.2642443068150272,9.5,.025,.125,52.499996,47.5,0
P.S. 198,17,2009,4,51,198,-1.053125696832065,-13.5,.1923077,.11538462,43.137257,56.862747,0
P.S. 198,15.69999980926514,2010,4,47,198,-.9377663980703755,14.5,.10204082,.081632651,51.020409,48.979591,0
P.S. 198,23,2009,5,46,198,-.8009229752308914,13.5,.20833333,.22916667,31.25,68.75,0
P.S. 198,22,2010,5,44,198,-.9527079941828923,11.5,.2173913,.10869565,43.47826,56.521736,0
P.S. 198,13.30000019073486,2011,5,40,198,-.9834362018716019,7.5,.073170729,0,52.499996,47.5,0
P.S. X199 - THE SHAKESPEARE SCHOOL,24.5,2011,3,98,199,-.7768676620936983,1.5,.18446602,.23300971,33.009708,66.990295,0
P.S. X199 - THE SHAKESPEARE SCHOOL,21.39999961853027,2009,4,107,199,-.5202699792899005,10.5,.12844037,.33027524,33.944954,65.137611,0
P.S. X199 - THE SHAKESPEARE SCHOOL,19.5,2012,4,78,199,-1.035855353321873,13.5,.19354838,.31182796,33.333336,66.666672,0
P.S. 199X - The Shakespeare School,20.79999923706055,2010,5,104,199,.0792766610328403,7.5,.1559633,.3119266,33.027523,66.972473,0
P.S. X199 - THE SHAKESPEARE SCHOOL,25.79999923706055,2012,5,103,199,-1.061697618466246,6.5,.21698113,.31132075,37.735851,62.264149,0
P.S. 199X - The Shakespeare School,23.66666666666667,2013,5,71,199,-.702219042187734,6.5,.20454545,.32954547,28.40909,71.590904,0
P.S. 204 MORRIS HEIGHTS,23.5,2009,3,47,204,.0852836511134169,14.5,.10638298,.31914893,51.063831,46.80851,2.1276596
P.S. 204 MORRIS HEIGHTS,22.29999923706055,2011,3,67,204,.1028706325133176,2.5,.1641791,.089552239,33.333336,66.666672,0
P.S. 204 MORRIS HEIGHTS,29.70000076293945,2012,3,89,204,.307799631605099,-7.5,.10588235,.25882354,30.588236,69.411766,0
P.S. 204 MORRIS HEIGHTS,17.29999923706055,2009,4,52,204,1.13750336417461,-12.5,.096153848,.057692308,46.153847,53.846157,0
P.S. 204 Morris Heights,24.5,2010,4,49,204,.5385066913002409,-15.5,.081632651,.20408164,48.979591,51.020409,0
P.S. 204 MORRIS HEIGHTS,16.5,2009,5,33,204,.7760100559369435,.5,.096774191,.12903225,22.580645,77.41935,0
P.S. 204 Morris Heights,26.5,2010,5,53,204,.4017718657877568,-11.5,.11320755,.03773585,43.396225,56.603771,0
P.S. 204 MORRIS HEIGHTS,27.5,2011,5,55,204,.2673589880722544,-9.5,.10714286,.19642857,44.642857,55.35714,0
I.S. 206 ANN MERSEREAU,28.5,2009,5,57,206,-.3763640822241666,-7.5,.18055555,.27777779,9.8591547,85.915497,1.4084507
I.S. 206 Ann Mersereau,30.5,2010,5,61,206,-.9527079941828923,-3.5,.13333334,.30000001,6.666667,88.333336,0
I.S. 206 ANN MERSEREAU,26,2011,5,52,206,-1.146583400559931,-12.5,.078431375,.25490198,17.647058,76.470589,1.9607844
I.S. 206 ANN MERSEREAU,30,2012,5,30,206,-1.288229349638965,-2.5,.1969697,.42424244,12.121212,84.848488,1.5151515
I.S. 206 ANN MERSEREAU,25.70000076293945,2009,6,77,206,-.4022504877667212,12.5,.27522936,.30275229,19.266056,77.981651,0
I.S. 206 Ann Mersereau,28,2010,6,84,206,-.5903855205159081,-12.5,.1980198,.30693069,11.881188,84.158417,.99009901
I.S. 206 ANN MERSEREAU,26.29999923706055,2011,6,79,206,-1.144328159775859,14.5,.14893617,.29787233,7.4468083,90.425529,0
I.S. 206 ANN MERSEREAU,29,2012,6,58,206,-1.341971905647021,-6.5,.175,.36250001,15.000001,81.25,1.25
I.S. 206 ANN MERSEREAU,24.25,2013,6,97,206,-.9180862799560592,.5,.24074075,.39814815,14.814815,84.259262,0
P.S. 211,16.29999923706055,2009,3,49,211,-.4739610815720936,-15.5,.12195122,.34146342,9.7560968,87.804878,0
P.S. 211,19.70000076293945,2010,3,59,211,-.4203770318015688,-5.5,.11538462,.32692307,17.307693,82.692307,0
P.S. 211,29,2011,3,29,211,-1.167862459696816,-3.5,.10638298,.19148937,12.765958,87.234047,0
P.S. 211,29,2012,3,29,211,-1.156864551202288,-3.5,.125,.050000001,17.948719,82.051285,0
P.S. 211,21,2013,3,42,211,-.7984291426190323,9.5,.12244898,.26530612,16.32653,83.67347,0
P.S. 211,16.70000076293945,2009,4,50,211,-.8755071243180099,-14.5,.17777778,.22222222,4.4444447,93.333336,0
P.S. 211,19.29999923706055,2010,4,58,211,-1.675902942755684,-6.5,.096153848,.34615386,11.538462,86.538467,0
P.S. 211,29,2011,4,29,211,-1.131948063561502,-3.5,.16071428,.2857143,16.071428,82.14286,0
P.S. 211,28,2012,4,28,211,-1.760557876183313,-4.5,.085714288,.2,8.5714293,91.428574,0
P.S. 211,27,2013,4,27,211,-1.698058034718972,-5.5,.15000001,.125,10,87.5,0
P.S. 211,23.29999923706055,2009,5,70,211,-1.104179327378552,5.5,.1147541,.44262296,11.666667,88.333336,0
P.S. 211,17.70000076293945,2010,5,53,211,-1.404201280839776,-11.5,.18367347,.30612245,8.1632652,89.795914,0
P.S. 211,29.5,2011,5,59,211,-2.016701793564353,-5.5,.1,.43333334,10,90,0
P.S. 211,31,2012,5,31,211,-1.447463992428052,-1.5,.13114753,.37704918,16.393442,81.967209,0
P.S. 211,30,2013,5,30,211,-1.703986666547384,-2.5,.09375,.15625,6.25,93.75,0
P.S. 211,26.70000076293945,2009,6,80,211,-.5321483597311987,15.5,.16176471,.27941176,17.647058,80.882355,1.4705882
P.S. 211,31,2010,6,93,211,-.7153893462984166,-3.5,.14102565,.42307693,10.256411,87.179489,1.2820513
P.S. 211,29.5,2012,6,59,211,-1.012550084279371,-5.5,.20289855,.50724638,5.7971015,94.202896,0
P.S. 211,31,2013,6,62,211,-.6710670341958687,-2.5,.19753087,.45679012,14.814815,83.950615,1.2345679
P.S. 212,14,2009,3,28,212,-1.242922589014671,-4.5,.14285715,.21428572,42.857143,57.14286,0
P.S. 212,25,2010,3,25,212,-.6181012103676924,-7.5,.18518518,.11111111,40.740742,59.259258,0
P.S. 212,20,2011,3,40,212,-.8746163614944778,7.5,0,.10810811,45.945946,51.351349,2.7027028
P.S. 212,24,2012,3,48,212,-1.307768059769723,15.5,0,.18181819,29.545454,68.181816,2.2727273
P.S. 212,23,2013,3,46,212,-1.655783347955275,13.5,0,.17073171,41.463413,58.536583,0
P.S. 212,17,2009,4,34,212,-1.467569032698192,1.5,.11111111,.083333336,37.142857,60.000004,2.8571429
P.S. 212,17,2010,4,34,212,-1.0513258664835,1.5,.11764706,.29411766,41.176472,58.823532,0
P.S. 212,23,2013,4,46,212,-1.544764089608529,13.5,.024390243,.19512194,36.585365,60.975613,2.4390242
P.S. 212,16,2009,5,32,212,-1.104179327378552,-.5,.034482758,.10344828,34.482758,62.068962,0
P.S. 212,29,2010,5,29,212,-1.146205117035842,-3.5,.16666667,.06666667,24.13793,72.413788,3.4482758
P.S. 212,46,2011,5,46,212,-1.037818601434378,13.5,.088888891,.24444444,48.888889,51.111115,0
P.S. 212,20.5,2009,6,41,212,-.2074036798200051,8.5,.055555556,.27777779,38.888889,55.555557,5.5555558
P.S. 212,19.5,2010,6,39,212,-.1528721302771283,6.5,.085714288,.2,37.142857,60.000004,2.8571429
P.S. 212,25.5,2011,6,51,212,-.9328897143886492,-13.5,.23214285,.10714286,39.285713,58.928574,1.7857144
P.S. 212,34,2012,6,68,212,-.8520866264062712,3.5,.10169491,.27118644,44.827587,55.172413,0
KAPPA,24.79999923706055,2009,5,99,215,-.0124564596469739,2.5,.087378643,.15533981,45.544556,42.574257,.99009901
Kappa,20,2010,5,80,215,.2082747429348069,15.5,.037974682,.20253165,35.897438,48.717949,0
KAPPA,18,2011,5,72,215,-.1677002084299564,7.5,.014084507,.16901408,52.112675,35.211269,2.8169014
KAPPA,25.5,2012,5,51,215,.4707132787088674,-13.5,.05882353,.21568628,50.980396,47.058823,0
KAPPA,28,2013,5,28,215,.0769788936459367,-4.5,.071428575,.10714286,59.259258,37.037037,0
KAPPA,25.29999923706055,2009,6,101,215,.3771367440201435,4.5,.17592593,.16666667,37.962963,58.333332,0
Kappa,27.5,2010,6,110,215,.2846412599616515,13.5,.070175439,.096491225,46.42857,46.42857,.89285719
KAPPA,25.29999923706055,2011,6,101,215,.6528986260154265,4.5,.049019609,.10784314,44.554455,42.574257,.99009901
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,27,2010,3,81,218,-.0249286746693215,-15.5,.037037037,.44444445,16.049381,76.543213,0
P.S./I.S. 218 R HERNANDEZ Dual Language Magnet School,27.29999923706055,2011,3,82,218,-.0926267662882415,-14.5,.037500001,.47499999,8.75,86.25,0
P.S./I.S. 218 R HERNANDEZ DUAL LANG,24,2009,4,72,218,.4270290741183911,7.5,.10144927,.28985506,14.492753,82.608696,1.4492754
P.S./I.S. 218 R HERNANDEZ Dual Language Magnet School,27.70000076293945,2011,4,83,218,-.1002234631379961,-13.5,.048780486,.36585367,14.634146,78.048775,0
P.S./I.S. 218 R HERNANDEZ Dual Language Magnet School,27.70000076293945,2012,4,83,218,.2549977095578106,-13.5,.036144577,.48192772,4.8192768,89.156631,1.2048192
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,31.5,2010,5,63,218,.9822632343466065,-1.5,.083333336,.25,15.000001,85,0
P.S./I.S. 218 R HERNANDEZ Dual Language Magnet School,28,2012,5,84,218,.1852290141350852,-12.5,.047619049,.39285713,13.095239,79.761902,0
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,27.66666666666667,2013,5,83,218,.1219603279468458,-13.5,.072289154,.48192772,4.8192768,89.156631,1.2048192
P.S./I.S. 218 R HERNANDEZ DUAL LANG,26.29999923706055,2009,6,79,218,.9616771678602919,14.5,.050000001,.1875,3.7500002,93.75,0
P.S./I.S. 218 R HERNANDEZ Dual Language Magnet School,27,2011,6,81,218,.3357409579346114,-15.5,.039473683,.27631578,11.842106,88.15789,0
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,30.66666666666667,2013,6,92,218,-.0147573676403431,-4.5,.11956522,.41304347,11.956522,82.608696,0
P.S. 226,26.5,2009,4,53,226,-.4018575976138641,-11.5,.11864407,.33898306,28.813559,69.491524,1.6949153
